from_core,to_core,path_length_km,accumulated_cost_raw,status
1,9,101.76955262169531,129377.890625,OK
1,13,239.4507934888223,291509.3125,OK
1,17,242.56854249491067,316640.96875,OK
9,13,27.21320343559161,47249.07421875,OK
9,17,57.6568542494904,78032.875,OK
13,17,100.08326112068195,130700.2109375,OK
17,24,32.6568542494899,44722.97265625,OK
18,24,21.00000000000093,21731.74609375,OK
18,28,153.4852813742399,165235.1875,OK
18,33,117.98275605729823,128046.2109375,OK
24,28,21.00000000000093,21464.37109375,OK
24,33,39.69848480983784,40653.3515625,OK
24,38,105.14213562373031,114839.1875,OK
26,27,110.52691193458075,178559.765625,OK
26,31,24.31370849898871,38243.15234375,OK
26,32,117.98275605729712,225817.28125,OK
27,30,205.94112549695802,240916.09375,OK
27,31,323.06601717798344,570521.75,OK
27,32,452.5929291125622,804740.5625,OK
27,41,158.1959594928916,244757.40625,OK
28,33,21.00000000000745,23543.80078125,OK
28,38,41.52691193457971,50373.69140625,OK
30,36,30.99999999999907,31000.0,OK
30,40,136.2670273047575,138801.46875,OK
30,41,176.17871555019252,195899.78125,OK
31,32,64.72792206135018,104074.0625,OK
33,38,39.69848480982989,46262.54296875,OK
36,40,63.84062043356638,67841.8203125,OK
36,41,149.6101730552688,171951.125,OK
36,43,111.7401153701843,199980.3125,OK
38,40,25.556349186109152,30026.22265625,OK
38,42,35.55634918610273,36261.6484375,OK
40,42,22.242640687117582,43679.33984375,OK
40,43,138.6101730552654,217081.3125,OK
40,45,152.61017305526462,216471.1875,OK
41,43,119.95331880577162,224008.359375,OK
41,45,192.33809511662284,358899.4375,OK
42,50,51.41421356237216,53212.3671875,OK
43,45,33.384776310845695,58786.34375,OK
43,49,147.89949493660862,264723.6875,OK
45,49,111.79898987322426,195970.296875,OK
45,50,276.9066376115472,311018.90625,OK
45,53,317.6345596729112,581098.125,OK
49,53,128.87005768509513,335398.09375,OK
50,53,281.63455967291014,522953.1875,OK
