year,row,column,x,y,lw_water_fraction,lw_land_fraction,lw_valid_fraction,lc_water_fraction,lc_wetland_fraction,lc_barren_fraction,lc_valid_fraction,both_water_fraction,both_land_fraction,disagreement_fraction,both_valid_fraction
2012,93,2024,581089.81329282,-1837596.102480766,1.0,0.0,1.0,0.9661936163902283,0.03380637988448143,0.0,1.0,0.9661936163902283,0.0,0.03380637988448143,1.0
2012,96,2027,584089.81329282,-1840596.102480766,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
2012,97,2036,593089.81329282,-1841596.102480766,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
2012,97,2037,594089.81329282,-1841596.102480766,0.9999980330467224,1.9822412014036672e-06,1.0,0.8982871770858765,0.10171284526586533,0.0,1.0,0.8982871770858765,1.9822412014036672e-06,0.10171086341142654,1.0
2012,97,2038,595089.81329282,-1841596.102480766,0.9357982873916626,0.0642017349600792,1.0,0.8825139999389648,0.11748597025871277,0.0,1.0,0.8825139999389648,0.0642017349600792,0.053284235298633575,1.0
2012,97,2039,596089.81329282,-1841596.102480766,0.9592491388320923,0.040750887244939804,1.0,0.9057958126068115,0.09420418739318848,0.0,1.0,0.9057958126068115,0.040750887244939804,0.05345330014824867,1.0
2012,97,2040,597089.81329282,-1841596.102480766,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
2012,98,2044,601089.81329282,-1842596.102480766,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
2012,100,2041,598089.81329282,-1844596.102480766,0.9938146471977234,0.0061853607185184956,1.0,0.9799937605857849,0.0,0.013820882886648178,1.0,0.9799937605857849,0.0061853607185184956,0.013820882886648178,1.0
2012,101,2035,592089.81329282,-1845596.102480766,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
2012,102,2044,601089.81329282,-1846596.102480766,0.9565957188606262,0.04340430349111557,1.0,0.8867591619491577,0.0,0.06983653455972672,1.0,0.8867591619491577,0.04340430349111557,0.06983653455972672,1.0
2012,103,1904,461089.81329282,-1847596.102480766,0.9286139607429504,0.07138602435588837,1.0,0.4108162224292755,0.21390844881534576,0.10577724128961563,1.0,0.4108162224292755,0.07138602435588837,0.5177977681159973,1.0
2012,197,1822,379089.81329282,-1941596.102480766,1.0,0.0,1.0,0.875196635723114,0.12480336427688599,0.0,1.0,0.875196635723114,0.0,0.12480336427688599,1.0
2012,198,1810,367089.81329282,-1942596.102480766,1.0,0.0,1.0,0.9810830950737,0.01891687698662281,0.0,1.0,0.9810830950737,0.0,0.01891687698662281,1.0
2012,199,1809,366089.81329282,-1943596.102480766,1.0,0.0,1.0,0.5633864998817444,0.4366135001182556,0.0,1.0,0.5633864998817444,0.0,0.4366135001182556,1.0
2012,199,1810,367089.81329282,-1943596.102480766,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
2012,199,1811,368089.81329282,-1943596.102480766,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
2012,199,1812,369089.81329282,-1943596.102480766,0.9580681324005127,0.04193186014890671,1.0,0.9175769090652466,0.08242307603359222,0.0,1.0,0.9175769090652466,0.04193186014890671,0.040491219609975815,1.0
2012,201,1782,339089.81329282,-1945596.102480766,0.846636950969696,0.15336306393146515,1.0,0.32269027829170227,0.6773097515106201,0.0,1.0,0.32269027829170227,0.15336306393146515,0.5239466428756714,1.0
2012,201,1787,344089.81329282,-1945596.102480766,1.0,0.0,1.0,0.8148535490036011,0.18514642119407654,0.0,1.0,0.8148535490036011,0.0,0.18514642119407654,1.0
2012,201,1788,345089.81329282,-1945596.102480766,1.0,0.0,1.0,0.8134274482727051,0.18657256662845612,0.0,1.0,0.8134274482727051,0.0,0.18657256662845612,1.0
2012,201,1798,355089.81329282,-1945596.102480766,1.0,0.0,1.0,0.7989383339881897,0.2010616809129715,0.0,1.0,0.7989383339881897,0.0,0.2010616809129715,1.0
2012,201,1799,356089.81329282,-1945596.102480766,1.0,0.0,1.0,0.7974666357040405,0.20253336429595947,0.0,1.0,0.7974666357040405,0.0,0.20253336429595947,1.0
2012,201,1809,366089.81329282,-1945596.102480766,0.8718692064285278,0.12813079357147217,1.0,0.44236478209495544,0.5576352477073669,0.0,1.0,0.44236478209495544,0.12813079357147217,0.4295044243335724,1.0
2012,201,1810,367089.81329282,-1945596.102480766,1.0,0.0,1.0,0.9998510479927063,0.00014893135812599212,0.0,1.0,0.9998510479927063,0.0,0.00014893135812599212,1.0
2012,201,1836,393089.81329282,-1945596.102480766,1.0,0.0,1.0,0.7904828786849976,0.20951709151268005,0.0,1.0,0.7904828786849976,0.0,0.20951709151268005,1.0
2012,203,1783,340089.81329282,-1947596.102480766,0.774910032749176,0.22508996725082397,1.0,0.6520761847496033,0.34792381525039673,0.0,1.0,0.6520761847496033,0.22508996725082397,0.12283386290073395,1.0
2012,203,1819,376089.81329282,-1947596.102480766,1.0,0.0,1.0,0.8997647762298584,0.10023520141839981,0.0,1.0,0.8997647762298584,0.0,0.10023520141839981,1.0
2012,203,1820,377089.81329282,-1947596.102480766,0.833420991897583,0.16657902300357819,1.0,0.7667655944824219,0.23323439061641693,0.0,1.0,0.7667655944824219,0.16657902300357819,0.06665536761283875,1.0
2012,203,1821,378089.81329282,-1947596.102480766,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
2012,203,1822,379089.81329282,-1947596.102480766,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
2012,203,1842,399089.81329282,-1947596.102480766,0.9212441444396973,0.07875587791204453,1.0,0.8157979846000671,0.18420201539993286,0.0,1.0,0.8157979846000671,0.07875587791204453,0.10544613003730774,1.0
2012,203,1846,403089.81329282,-1947596.102480766,0.9145742058753967,0.08542580902576447,1.0,0.35806193947792053,0.6419380903244019,0.0,1.0,0.35806193947792053,0.08542580902576447,0.5565122365951538,1.0
2012,204,1795,352089.81329282,-1948596.102480766,0.9438621401786804,0.05613788217306137,1.0,0.8062513470649719,0.19374865293502808,0.0,1.0,0.8062513470649719,0.05613788217306137,0.1376107633113861,1.0
2012,204,1796,353089.81329282,-1948596.102480766,0.9948959946632385,0.005104005802422762,1.0,0.9948959946632385,0.005104005802422762,0.0,1.0,0.9948959946632385,0.005104005802422762,0.0,1.0
2012,204,1804,361089.81329282,-1948596.102480766,0.9636300206184387,0.03636999428272247,1.0,0.9539731740951538,0.046026811003685,0.0,1.0,0.9539731740951538,0.03636999428272247,0.009656816720962524,1.0
2012,204,1821,378089.81329282,-1948596.102480766,0.8035998344421387,0.19640015065670013,1.0,0.8035998344421387,0.0,0.19640015065670013,1.0,0.8035998344421387,0.19640015065670013,0.0,1.0
2012,204,1822,379089.81329282,-1948596.102480766,0.7685363292694092,0.23146367073059082,1.0,0.7685363292694092,0.21393191814422607,0.017531756311655045,1.0,0.7685363292694092,0.23146367073059082,0.0,1.0
2012,205,1786,343089.81329282,-1949596.102480766,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
2012,205,1819,376089.81329282,-1949596.102480766,0.9451162219047546,0.05488375946879387,1.0,0.9383832812309265,0.0616166926920414,0.0,1.0,0.9383832812309265,0.05488375946879387,0.006732933688908815,1.0
2012,205,1820,377089.81329282,-1949596.102480766,1.0,0.0,1.0,0.9787558913230896,0.021244090050458908,0.0,1.0,0.9787558913230896,0.0,0.021244090050458908,1.0
